X	HN23_1	HN25_1	HN26_1	HN28_1	HN_0	HN10_0	HN12_0	HN13_0	HN16_0	HN17_0	HN18_0	HN20_0	HN22_0	HN24_0	HN24_1	HN25_0	HN26_0	HN5_0	HN5_1	HN6_0	HN6_1	HN7_0	HN8_0
244	0	10.7375032	20.39291234	11.9524506	1.135413604	17.63940361	0.084315251	4.13458868	3.449143954	2.610373123	3.335270946	26.48982555	6.027573593	0	1.090618798	0.916503427	8.66111057	5.190848654	8.596471699	29.82663326	1.617675585	0	0
245	0	10.66244234	20.81769524	21.29246517	17.10827819	199.0285842	0.030753599	44.62755695	18.97558482	18.13641652	36.00676864	84.35584516	20.88806805	15.26718519	9.065203034	41.01804776	72.55902957	38.7618871	23.52321352	97.10473803	0	48.0720227	29.22058163
246	0	0.569762192	0.14435718	0.513135602	0	0	0	8.566965705	0.208738619	0	3.549140065	0.224546091	0.002791881	0.206748052	3.223703324	0	0	14.68678478	19.41464924	1.196366763	6.030271698	0	1.679197226
247	0	15.45834306	17.06535679	17.409983	2.906678862	16.18784178	0.348906544	2.906294965	8.576348129	5.792157274	2.197739372	0.902348958	3.611608327	41.60486828	16.83062555	4.505107507	7.145441753	21.79531626	17.17279851	4.525451566	46.17871226	0.125715909	36.61718036
248	17.77746236	0.69843038	1.024179674	0.706591641	0.161343674	0	0	0.171212047	2.995245387	1.42111137	0.520521502	2.561050081	2.714531838	0	6.958542636	0.007286632	0	0.399478549	1.804177877	1.85585461	1.31206977	33.24041915	6.677850736
249	0	31.10461583	6.796986434	0.553226662	32.8279393	24.05918065	0.067671465	50.29917657	81.25047739	41.15158743	48.35653549	0	130.8442022	34.31982984	278.8690091	6.810265362	0	27.55312676	25.5048138	0	0	0	11.13123206
250	27.32984399	3.119951054	4.921441108	4.309409769	4.109292557	0.887363656	7.696338958	9.605240161	8.819323076	15.94960359	12.8262995	16.56639758	7.808792989	0.454866399	4.113201658	10.65227573	1.172830767	6.620224006	2.424139587	6.306239546	5.717313852	0.378566077	2.631395535
251	0.19274303	11.0855429	1.120984243	6.854450764	0.946826635	6.622399646	0.238081756	0.400131951	6.642452833	21.80553981	2.315683382	3.304704604	8.265290209	24.00725896	20.84365006	7.133328584	0.150942974	4.011264777	4.780913765	8.64607599	7.086233368	10.09705981	5.759452963
252	26.85666017	77.53650254	162.5016234	42.38602335	19.65290073	185.5918139	0.031712354	27.77172518	18.56281982	20.53108686	8.164655353	27.38213122	12.32980806	8.450023697	56.88104445	119.2577323	80.2347675	7.524445802	10.51791248	56.83613037	14.13185309	1480.931115	4.680222289
253	0	2.015583615	3.993842251	1.067188987	1.952222307	0	0	0	0.481437243	0.051051068	3.817681937	0.369957393	0.953288981	8.691976624	0.429990084	1.966377221	14.45581854	8.429614464	8.920541341	0	9.750567444	18.42884686	2.097673215
254	60.99983968	5.397374646	12.71805168	4.643632433	38.38573349	35.70850901	52.22965843	1.173892698	49.74796739	15.61757102	31.88959444	10.27978058	0.493031155	12.43548304	7.143710031	12.24350613	17.47380418	26.22250126	25.24036345	23.53407146	40.39567052	0	55.54892385
255	645.6989085	109.579648	5.324488624	1.499608397	408.3695622	0.004597763	597.0640696	96.65520074	382.4030687	48.28670726	214.9541064	0	0.054312535	0	3.31795754	248.9233579	0	68.03386032	0	0.243138112	0	0	47.78651352
256	2.114129021	14.05318048	207.4322125	40.42682561	19.39014312	53.69284132	6.551223378	436.0993344	27.93775236	39.12628177	20.598776	2.824321739	27.98494652	1.323378921	33.7343754	110.6972248	424.2528839	30.31832293	29.18991302	3.013711409	4.375987561	2.800002445	123.1646047
257	47.53282759	98.81018577	45.34475968	26.08886277	42.49489481	22.28582405	73.77580006	44.04391027	17.17374735	20.78341433	8.017397988	7.899252048	39.33827478	8.856383049	80.18884089	61.64759986	37.33208514	62.4603645	60.93555353	32.26179983	25.04318796	2.847167292	51.50274037
258	0	0	0	0	0	0	0	0	0	0	0	0.07107623	0	0	0	0	0	0	0	0	0.196271775	0	0
259	100.6564004	61.72250017	0	0.005603371	282.759399	0	239.3696786	0.914301816	179.987922	54.97260118	93.08639438	0	0	0	0	284.3030881	0	40.10373883	0	1.404133396	0	0	30.6268731
260	0	50.73737076	0.206369521	41.23580437	0.894236834	334.7223084	0.26965588	262.0196023	0.515979018	0.783441912	35.41781614	0.974849542	0.022639741	0	0	27.82754888	0.209624059	0.230152257	0.299931504	75.71476063	36.64484836	0.27570966	75.11242137
